item_id,title,images,categories,description,details,average_rating,rating_number
b002pxw04o,herb companion,"{'thumb': 'https://m.media-amazon.com/images/I/51fapXr9BjL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51fapXr9BjL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'May 12, 2021'}",1.0,1
b0027zk6pu,"maclife,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/513Fiuz4nQL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/513Fiuz4nQL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61QP4zTJN3L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 2, 2020', 'Manufacturer': 'Future US, Inc.'}",4.2,28
b079fntzdq,"instyle,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61-yjPmRdoL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61-yjPmRdoL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 17, 2019', 'Manufacturer': 'Meredith corporation'}",4.3,195
b010ej6n3e,"men's health print access,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61grZJzH9bL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61grZJzH9bL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'June 1, 2020', 'Manufacturer': 'Rodale Inc.'}",4.5,18
b0023bno0w,"truck model world,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51zIRkB9b5L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51zIRkB9b5L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/615Enqo+vyL._AC_SL1024_.jpg'}",magazine subscriptions,"truck model world is the only magazine to cover all aspects of truck modelling. it covers scratch-building; plastic, resin and metal kit building and conversions; diecast collecting; radio controlled truck models; plant and construction equipment; practical articles with hints, tips and techniques;","{'Date First Available': 'March 31, 2009', 'Manufacturer': 'Igp Limited'}",4.7,6
b00005n7xi,atlanta magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51ZwU2hhTYL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ZwU2hhTYL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71zC4zVHDNL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 19, 2006'}",4.3,44
b00005n7t3,texas monthly,"{'thumb': 'https://m.media-amazon.com/images/I/51snRgoJakL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51snRgoJakL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71WV79nHI-L._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 19, 2006'}",4.6,664
b00005n7ra,"marie claire,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51t2hftHJ2S._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51t2hftHJ2S._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71cJOUkEq1L._AC_SL1024_.jpg'}",magazine subscriptions,"amazon.com review, sex, romance, shoes, lingerie, diet, guns, war--, marie claire, is a grab bag of hot issues for the modern woman. combining a powerful feature on gun control laws with an article on the best lingerie to wear with low-slung jeans,, marie claire, proves that beauty magazines need not be all fluff and no substance. it provides one-stop shopping for the, cosmo, woman craving a little more from her fashion magazine--the kind of woman who can talk politics while painting her nails and solving her relationship woes, all while on the treadmill. yet for all its attempts to become a jill of all trades,, marie claire, remains a powerhouse in one field: beauty. from the hottest lip or polish color to the latest haircut, from the best tools of the trade to the must-have scent of the year,, marie claire, remains unsurpassed as the best source for beauty advice, and those pages alone are worth the cover price., --daphne durham","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Hearst Magazines'}",4.1,824
b00007j78p,"europe-echecs,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51RXCQVC3NL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51RXCQVC3NL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Promotion Jeux De L Esprit'}",5.0,2
b002pxvzqs,charlotte magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51Mq-BASH8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Mq-BASH8L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/918Urh87-5L._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 22, 2009'}",4.5,6
b000lxs9t0,austin monthly,"{'thumb': 'https://m.media-amazon.com/images/I/51iOAHy1SUL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51iOAHy1SUL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'December 14, 2006'}",3.7,18
b0013hn7fe,backcountry,"{'thumb': 'https://m.media-amazon.com/images/I/51o0oCDsENL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51o0oCDsENL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'February 5, 2008'}",4.4,16
b00006kcum,"elle decoration - french edition,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/5130EvqpAsS._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5130EvqpAsS._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"showcases the very best of what's modern, new, and beautiful in the world of interior design, whether it be high street or designer. elle decoration is the world's highest selling interiors magazine with 17 editions worldwide, an expression of self through the home aimed at stylish individuals.","{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Hachette Filipacchi'}",5.0,1
b00hq4idio,smooth,"{'thumb': 'https://m.media-amazon.com/images/I/51I67-MLcoL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51I67-MLcoL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81l-dbyn8yL._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'October 28, 2020'}",3.5,14
b002pxvzr2,north american whitetail,"{'thumb': 'https://m.media-amazon.com/images/I/61RzVVVlW+L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61RzVVVlW+L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/718dU9GkwDL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 22, 2009'}",4.7,183
b078xxcjwl,michigan history,"{'thumb': 'https://m.media-amazon.com/images/I/61Qnb5l75tL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61Qnb5l75tL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'January 14, 2018'}",4.6,16
b00006kwah,"school arts - the art education magazine for k-12 art educat,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51OY29l7C6L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51OY29l7C6L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"an art teaching resource for teachers of grades kindergarten through 12, including peer-written articles, clip-card lesson plans, and safety points.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Davis Publications Inc'}",4.9,9
b00006lc29,"your genealogy today,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51RX0TYETVL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51RX0TYETVL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Moorshead Magazines Ltd'}",3.8,9
b001bke2mu,shonen jump,"{'thumb': 'https://m.media-amazon.com/images/I/61KXWuoC80L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61KXWuoC80L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'January 25, 2011'}",3.5,14
b00af2p968,iphone life,"{'thumb': 'https://m.media-amazon.com/images/I/61caAA8p8YL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61caAA8p8YL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 16, 2015'}",4.2,114
b00080mryo,fish alaska,"{'thumb': 'https://m.media-amazon.com/images/I/51H7RTu2rNL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51H7RTu2rNL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 6, 2006'}",4.8,11
b00oyjfdlo,vermont magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51bAQ+ls6jL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bAQ+ls6jL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 28, 2014'}",3.2,7
b0112903hm,"family circle print access,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61SPnDB++jL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61SPnDB++jL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'July 8, 2015', 'Manufacturer': 'Meredith'}",4.0,18
b00z715l4m,"hgtv magazine print access,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51JoubRxBwL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51JoubRxBwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71A2SMU5toL._AC_SL1020_.jpg'}",magazine subscriptions,,"{'Date First Available': 'June 2, 2020', 'Manufacturer': 'Hearst Magazines'}",4.5,10
b00006kjm6,"japanese journal of biomechanics in sports and exercise = bi,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,{},1.0,1
b00006kpsq,new mexico stockman,"{'thumb': 'https://m.media-amazon.com/images/I/51J9TJYRSWL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51J9TJYRSWL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 28, 2020'}",5.0,4
b002pxw0vc,brew your own,"{'thumb': 'https://m.media-amazon.com/images/I/512EU2TjTcL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/512EU2TjTcL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1SM9xpDa9L._AC_SL1500_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 22, 2009'}",4.4,50
b00006k4f5,"asahi kamera = asahi camera,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 14, 2006', 'Manufacturer': 'Japan Publications Trading Co'}",1.0,1
b000opoegw,"runner's world,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61tUTWWh2tL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61tUTWWh2tL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61KBTp1eBGL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'March 24, 2007'}",4.7,81
b00007kgub,"pharmacy times,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51JT23826PL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51JT23826PL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,designed to help hospital pharmacists and others interested or involved in pharmacy. scope is only health-related.,"{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Intellisphere Llc % Acct Dept'}",5.0,1
b00368319k,"rock & ice,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/611QPU+9eZL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/611QPU+9eZL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"offers coverage of the entire mountain scene, from rock and ice climbing to alpine ascents in the himalaya. also covers other outdoor adventures, such as ballooning, trekking and mountaineering.","{'Date First Available': 'February 3, 2010', 'Manufacturer': 'Big Stone Publishing'}",4.2,5
b002pxvywi,"vermont life,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51rhhrKv4PL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rhhrKv4PL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1OU9nPTZVL._AC_SL1500_.jpg'}",magazine subscriptions,"this magazine celebrates the people, lifestyle, heritage and unequaled beauty of the state which defines new england. its color photography and award-winning stories delight both residents and visitors alike. it is the winner of many national awards and widely read and accepted by vermonters.","{'Date First Available': 'September 22, 2009', 'Manufacturer': 'Vermont Life Magazine'}",2.9,9
b00n56mgsu,games world of puzzles,"{'thumb': 'https://m.media-amazon.com/images/I/514GzZa-feL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/514GzZa-feL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'August 29, 2014'}",4.8,216
b000fg5mk2,"bike : britains biggest motorcycle magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51N5xwrafgL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51N5xwrafgL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/7119ejcQdCL._AC_SL1024_.jpg'}",magazine subscriptions,"bike covers all types of bikes, takes you on wild adventures and helps you out. bike is the world of motorcycling in one magazine. it includes world exclusives, first looks at the hottest new bikes, informative and in-depth group road tests, and inspiration for your motorcycling trips of a lifetime.","{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Bauer Consumer Media Ltd'}",4.3,7
b003k195w0,petersen's bowhunting,"{'thumb': 'https://m.media-amazon.com/images/I/61FNFh2jIRL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61FNFh2jIRL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71dX7YDqASL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 1, 2010'}",4.6,327
b00571vo8e,"green lantern corps,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51B56OzfKrL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51B56OzfKrL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'June 22, 2011', 'Manufacturer': 'Dc Comics'}",5.0,1
b015gea15s,bbc science focus,"{'thumb': 'https://m.media-amazon.com/images/I/51v7oT6kaKL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51v7oT6kaKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71arRInzSyL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 16, 2015'}",4.3,220
b00007kguc,"phosphore - without hors series,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/619kThhnw0L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/619kThhnw0L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"news magazine for the 15 - 24 years old generation. unique editorial content is divided into four main sections: culture, news, generation and phosphore (a practical section which helps the students in preparing for their future through their studies and their professional choices). french language.","{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Bayard Presse'}",5.0,2
b00005n7qd,golf digest,"{'thumb': 'https://m.media-amazon.com/images/I/613gO2g+A2L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/613gO2g+A2L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/715MpyDtkSL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'September 19, 2006'}",4.5,926
b07gj14stk,"rolling stone(discontinued asin),print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"this magazine is edited for young adults who have a special interest in popular culture. its regular features include state-of-the-art audio and electronics columns, record reviews, reader correspondence, interviews and photojournalism features.","{'Date First Available': 'August 16, 2018', 'Manufacturer': 'Wenner Media'}",5.0,1
b00007mh23,"gq - italian edition,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51EnOpSBwvL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51EnOpSBwvL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Edizioni Conde Nast Spa'}",4.5,2
b000k0yfwy,"cookie,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61999t72jiL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61999t72jiL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'June 2, 2020', 'Manufacturer': 'Conde Nast Publications'}",3.5,2
b00008mn9z,"accident reconstruction journal,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_SR38,50_.gif', 'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"technical articles on traffic collision investigation and reconstruction. also includes traffic safety news reports, calendar of events, recall lists from the previous two months along with hypothetical problems with solutions.","{'Date First Available': 'September 18, 2006', 'Manufacturer': 'Accident Reconstruction Jrnl'}",5.0,5
b00005n7tg,"vogue,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61VoS0tSPRL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61VoS0tSPRL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Package Dimensions': '10.8 x 8 x 0.5 inches; 1.05 Pounds', 'Date First Available': 'April 30, 2015', 'Manufacturer': 'Condé Nast Publications'}",4.4,2853
b01draux2o,nyc&g : new york cottages & gardens,"{'thumb': 'https://m.media-amazon.com/images/I/51shA8evACL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51shA8evACL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 3, 2016'}",4.5,2
b000oyclgs,"maclife,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/513Fiuz4nQL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/513Fiuz4nQL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61QP4zTJN3L._AC_SL1024_.jpg'}",magazine subscriptions,"macilife is the ultimate hands-on guide to anything and everything macintosh. in fact, it is the only magazine for mac enthusiasts written by mac enthusiasts.","{'Date First Available': 'April 3, 2007', 'Manufacturer': 'Future US, Inc.'}",4.5,21
b00pe3sn48,"dr. oz the good life all access renewal,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51cqGY39HjL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cqGY39HjL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/714SClRieUL._AC_SL1020_.jpg'}",magazine subscriptions,,{},4.1,24
b001q65x7c,"mutineer magazine,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51MtypU8hCL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51MtypU8hCL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"mutineer magazine is a fine beverage publication unlike any other youʼve ever read. founded by sommelier alan kropf & beer expert jj bagley, mutineer magazine covers all things fine beverage with an emphasis on wine, beer and spirits. mutineer will change the way you read about fine beverages","{'Date First Available': 'January 20, 2009', 'Manufacturer': 'Mutineer Magazine %J Dorenbush'}",5.0,3
b01b5bmyme,"cloth paper scissors,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51co-65H9BL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51co-65H9BL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"whether you're a beginner or an advanced artist, every issue will bring you the newest and most innovative techniques; detailed photos and step by step instructions for projects from some of the world's most talented artists; and the inspiration and support for developing your own creative voice.","{'Date First Available': 'January 27, 2016', 'Manufacturer': 'F&W Media'}",5.0,2
b000egciw8,"coastal living,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61dpNpWwZ4L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61dpNpWwZ4L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 30, 2015'}",4.5,940
b005dncu20,"simple & delicious,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51mqCcCb8qL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51mqCcCb8qL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71PtaADiS9L._AC_SL1024_.jpg'}",magazine subscriptions,"packed with easy meals for busy people, simple & delicious features 150+ fail-proof, simple-to-fix recipes and tips that promise mouth-watering meals fast! you'll love the helpful grocery lists, 30-minute meal ideas and easy plans for leftovers, plus secrets from our test kitchen for speedy shopping, simple storage, quick prep and more.","{'Date First Available': 'July 21, 2011', 'Manufacturer': 'Trusted Media Brands, Inc.'}",4.3,340
b003k195vg,bowhunter,"{'thumb': 'https://m.media-amazon.com/images/I/61LektBsA6L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61LektBsA6L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71Td+OWJRhL._AC_SL1024_.jpg'}",magazine subscriptions,,"{'Date First Available': 'May 1, 2010'}",4.6,213
b00006lc4o,"fleur creatif - french ed,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/515KGW17KHL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/515KGW17KHL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Rekad N V'}",4.3,4
b005wlgmae,buckeye sports bulletin,"{'thumb': 'https://m.media-amazon.com/images/I/61XenWKADkL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61XenWKADkL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'October 20, 2011'}",5.0,4
b000amxxrk,"naval forces,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51WviEkNdPL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51WviEkNdPL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"forum for discussion that focuses attention on the importance of naval forces worldwide. provides information on hardware, weapons systems, strategy, and modern technology in world's navies.","{'Date First Available': 'September 16, 2006', 'Manufacturer': 'Moench Verlagsgesellschaft Mbh'}",5.0,1
b00oc88nw8,"rolling stone magazine #1220 october 23, 2014 in defense of obama,single issue magazine","{'thumb': 'https://m.media-amazon.com/images/I/51ApjgwXTML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ApjgwXTML._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/813x+alB4-L._AC_SL1500_.jpg'}",magazine subscriptions,"in defense of obama: the nobel prize-winning economist, once one of the president’s most notable critics, on why obama is a historic success.","{'Package Dimensions': '11 x 8.1 x 0.2 inches; 4.8 Ounces', 'Date First Available': 'October 10, 2014', 'Manufacturer': 'Rolling Stone LLC / Jann S. Wenner'}",4.6,8
b01isg0rpa,gas engine,"{'thumb': 'https://m.media-amazon.com/images/I/51Do1gV0Z3S._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Do1gV0Z3S._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'July 21, 2016'}",5.0,2
b00006km8j,living blues,"{'thumb': 'https://m.media-amazon.com/images/I/51FIbW+kPOL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FIbW+kPOL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 1, 2010'}",4.8,14
b0036qy67i,"natural health,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51qz+RZui5L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51qz+RZui5L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71iHL6yffJL._AC_SL1024_.jpg'}",magazine subscriptions,"this magazine serves as a practical guide to good health. each issue includes information on naturally-oriented food and nutrition, alternative health practices, exercise and self-care. natural health focuses on the mind/body connection, illustrated exercise, preventative medicine, healthy cuisines, creating a healthy lifestyle in the home and office and consumer guides to natural products.","{'Date First Available': 'February 3, 2010', 'Manufacturer': 'Weider Publications, Inc.'}",3.9,21
b00006k25e,"african business,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/51eq1W1Eb9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51eq1W1Eb9L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'September 18, 2012', 'Manufacturer': 'Ic Publications Ltd'}",5.0,2
b001iuxbx4,1982 november playboy magazine,"{'thumb': 'https://m.media-amazon.com/images/I/51r0H3jeZML._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51r0H3jeZML._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Package Dimensions': '11 x 8 x 0.5 inches', 'Date First Available': 'October 20, 2008'}",3.0,1
b003i7hs3y,consumer reports,"{'thumb': 'https://m.media-amazon.com/images/I/61kZ+n36l3L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61kZ+n36l3L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,,"{'Date First Available': 'April 20, 2010'}",4.6,2019
b01ly3vkmy,"bon appetit,print magazine","{'thumb': 'https://m.media-amazon.com/images/I/61doh78kPKL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61doh78kPKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}",magazine subscriptions,"bon appétit focuses on what's ""now"" in the world of food, drink and entertaining. each issue is filled with valuable cooking tips, tricks and most of all, recipes. enjoy great menus, cozy dinners and advice from some of the best writers in food. don't miss out — subscribe today!","{'Date First Available': 'October 7, 2016', 'Manufacturer': 'Conde Nast Publications'}",4.2,414
